arrival_settlement,arrivals_total,arrivals_males,arrivals_females,arrivals_children,final_destination,origin_hazard,origin_settlement
Kurman Waberi,22,3,8,11,True,Conflict,balanbaali
Beylood,20,5,5,10,True,Conflict,Aboorey
Goloole,7,2,2,3,True,Drought,Goorisini Wiin
Harbiyow,2,1,1,0,True,Conflict,October
Ruees,5,1,3,1,True,Drought,Ruees village
Imey,1,1,0,0,True,Eviction,October
Bilan Abees 2,15,4,6,5,True,Conflict,Daynuunay 
Warshira,4,1,1,2,True,Drought,Warshira
Harkufeey,4,2,1,1,True,Drought,Gel gel
Tawakal-Nuriyo,15,2,5,8,True,Drought,Leebow
Hilaal Yamen,18,3,4,11,True,Flood,Israc
Dingras,2,0,1,1,True,Conflict,October
Gobsor,33,6,10,17,True,Conflict,Xawadley
Dhurwayle comp,35,15,10,10,True,Conflict,Xawaadleey
Haween,25,5,10,10,True,Conflict,Sabiib
Dayax Siigaalow,3,1,1,1,True,Drought,deefoow
Weel Gaduud,4,1,2,1,True,Drought,Moodo moodo
Adc-2 Towfiiq,5,1,2,2,True,Drought,Garsaaley
Hiran,2,0,1,1,True,Conflict,October
Maqbuul camp,2,0,1,1,True,Conflict,October
Adc-4,2,1,1,0,True,Drought,Uffurow
Naharis,4,1,1,2,True,Conflict,Misra
Garowlay,35,15,10,10,True,Conflict,Abdi ali
Adc Kulan Yare,6,2,2,2,True,Drought,Boonkaay
Toratorow,5,1,2,2,True,Conflict,Goofgadud buurey 
Warsans,46,10,15,21,True,Conflict,xamari
Afgooye,4,1,2,1,True,Drought,Afgoye village 
Jiliyale,22,4,7,11,True,Drought,Loole and raamo
Al-Furqan-3,3,1,1,1,True,Drought,Goof Gaduud Buuray
Mahad Alle,1,1,0,0,True,Drought,Wajid
Biile 1,5,1,1,3,True,Drought,Deg Suuf
Tawakal,13,0,3,10,True,Conflict,Aboorey
Kuudow,8,2,2,4,True,Drought,Lowforaar
Liibaan-1,3,1,1,1,True,Drought,Abal
Doonsubagle Gaduudoow,5,1,1,3,True,Drought,Balanbale MCH
Koban & Kor Un Bood,3,1,1,1,True,Drought,Deynuuny
Baygaduud,4,1,1,2,True,Drought,Buurdhuxunle
Baaslaawa,17,5,5,7,True,Conflict,Aboorey
Himiro,1,1,0,0,True,Drought,Garashimbirow
Idaale-1,3,1,1,1,True,Drought,Deynuuney
Lehelow,5,1,2,2,True,Drought,Lehelow village
Waberi,32,12,10,10,True,Drought,Handhar 
Dhurey,1,0,1,0,True,Drought,Wajid
Mahadaay,64,16,19,29,True,Conflict,"Biyo cade, Bursho Sheikh and Daarboob"
Xabiibayaal,18,6,5,7,True,Drought,Gurbaan
Qeyre,1,1,0,0,True,Flood,Koban 
Mustaqbal 2B,18,2,6,10,True,Flood,Israc
Talex,1,0,1,0,True,Flood,Mashaqo 
Imilow,4,1,3,0,True,Drought,Imilow village
Maykarabey,3,1,1,1,True,Other,Karaban village in rural 
Musquley,10,1,4,5,True,Drought,Waceli
Isgooy,5,1,3,1,True,Drought,Isgooy village
Jamal,10,2,3,5,True,Conflict,jameeco
Bula Iftin,10,2,2,6,True,Conflict,Barwaqo
Alla Aamin1,5,1,1,3,True,Drought,baadikeen
Hillaac,12,2,2,8,True,Conflict,Golweyn 
Sigaalow Qayr Qabe,3,0,1,2,True,Drought,Ethiopia
Warshada Camp D,2,1,1,0,True,Flood,Moofi 
Towfiiq,3,0,2,1,True,Drought,Burdhuxunle village 
Isnai,29,6,9,14,True,Flood,Deelaaal and Sumadaale
Bilan Alle,18,6,8,4,True,Conflict,Buulo shiekh
Others,2,0,1,1,True,Drought,Doondheerow village 
Gumar dheere,6,1,1,4,True,Drought,Cabdi Looxow
Qurac damer,8,2,1,5,True,Drought,Ethiopia
Ban Dhuub,3,1,1,1,True,Drought,Deg-Gomor
Keyniga,3,1,1,1,True,Drought,Keyniga
Bilcil Barako IDP,2,0,1,1,True,Other,Shadiilaay village in rural 
Booli Moog,17,3,5,9,True,Drought,Sabiib
Baraf,13,2,4,7,True,Conflict,Caanole
Maraylar,2,0,1,1,True,Conflict,October
Caro Case,1,0,1,0,True,Conflict,October
Shilow,13,3,4,6,True,Conflict,Yeed
Suge Iyo Sinalow,14,2,4,8,True,Drought,Uffurow
Amin Robow,4,1,1,2,True,Drought,Saakow
Loojar Wiine,6,2,2,2,True,Drought,Waajid
Garmadow IDP,3,0,1,2,True,Drought,Guba 
Gabaa Degsoy,7,2,2,3,True,Drought,Abag-Beday
Towsile 3,6,2,2,2,True,Drought,Luuq
Kulmiye IDP,7,1,2,4,True,Other,Dagdheer village 
Isdhoorte,7,2,4,1,True,Drought,Wajid
Walaq-1,3,1,1,1,True,Drought,Baidoa
Qansax dheere,6,2,1,3,True,Conflict,Lafmaakada village 
Isbile,6,2,2,2,True,Drought,Baarsaare
Buslay,4,1,1,2,True,Drought,Gelgel
Yaaq Barawey,4,1,1,2,True,Drought,Abal
Shiid Bileer,7,2,2,3,True,Drought,Biyooley
Macaney,6,2,2,2,True,Drought,Usmail
Tagal,3,1,1,1,True,Conflict,Buur eyle 
Moorabus,3,1,1,1,True,Drought,Goofgaduud 
Bakal Sheli,5,2,2,1,True,Drought,Yeed
Shan faryaad,3,1,1,1,True,Drought,Kurteele
Quracda-Haanoy,2,0,1,1,True,Other,Karantil VILLAGE 
Idin Alle,4,1,1,2,True,Drought,Oflow 
Marayla1,6,2,2,2,True,Drought,Daynuunay 
Warlowe,6,2,2,2,True,Conflict,Daarow
Bula Gaduud,4,2,1,1,True,Drought,Qanyerey
Lafoole IDP,2,0,1,1,True,Other,Dhaay dheere village 
Sumadle,5,1,1,3,True,Drought,Goof Gaduud Buuray
Tuulo Celdhere,19,9,5,5,True,Drought,Cagwalaf 
Hillaac,5,1,1,3,True,Drought,Xaaniweyne
Camp Jiroon,19,5,9,5,True,Drought,Ceelboon 
Ceel Cedow,3,1,2,0,True,Drought,Cel Cedow village
Kishaadi,2,1,1,0,True,Drought,Kishaadi village
Busley,2,0,2,0,True,Drought,Busley village
Eleemow,7,2,2,3,True,Drought,Dalandole-2
Hanaano1,3,1,1,1,True,Drought,Gelgel 
Kurji,3,1,1,1,True,Drought,Kurji
Ceelboon,3,0,1,2,True,Drought,Ceelboon
Qootey,11,3,4,4,True,Drought,Banan Yarey
Doora Weera,4,0,2,2,True,Drought,Moolmaat village
El Fiin,5,1,1,3,True,Drought,El Fiin
Aliyow Keerow,6,1,2,3,True,Drought,Uffurow
Garas Goof,2,0,1,1,True,Drought,Garsaaley
Weeley,9,2,3,4,True,Drought,Weeley
Kulmiye,4,1,1,2,True,Drought,Baqaley
Dayax,5,1,1,3,True,Drought,Shanta geed
Buulo ooman,2,0,1,1,True,Drought,Boorama 
Bayow,5,0,2,3,True,Drought,Bayow
Iltire,3,1,1,1,True,Drought,Kooney
Abal-5,5,1,2,2,True,Drought,Kurman
Tuugsoy,6,3,2,1,True,Drought,Wajid
Hareeri Boor,3,1,1,1,True,Drought,Boorama 
Tulo-jibriil,16,5,6,5,True,Drought,Bursagar
Kahweyna,7,1,2,4,True,Drought,Lagadiima 
Banaaney,40,10,15,15,True,Drought,Baqtiiley 
Beer Dhinbil 2,4,1,1,2,True,Drought,Dhulsami
Ifo Bay-1,5,1,2,2,True,Drought,Berdale
Midnimo,3,1,1,1,True,Drought,Baarsaare
Buulo Jadiid,6,1,2,3,True,Drought,Gelgel
Haanoy,6,2,1,3,True,Conflict,Burcarra village 
Banhadile,3,0,2,1,True,Other,Garboolow village 
Iskirii IDP,2,0,1,1,True,Drought,Makiiney
Widey Rahman-1,4,2,1,1,True,Drought,Abdaliyowrer
Akaro,9,2,2,5,True,Conflict,Qurac dameer village 
Lader walalka IDPs,3,1,2,0,True,Drought,Waberi
Kakaney,6,2,2,2,True,Drought,Sigli
Hinshi Roole,4,1,1,2,True,Drought,Xudur
Gurunle 1,3,1,1,1,True,Drought,Taflaw
Qaydar Edi,5,1,2,2,True,Drought,Luuq
Beriyow,7,3,2,2,True,Drought,Madfoodey
Bakal,3,0,1,2,True,Drought,Bakal
Ruees,1,0,1,0,True,Drought,Ruees village
Waaberi,6,0,2,4,True,Conflict,Dhanawa
Tawakal,2,1,0,1,True,Drought,Isdhoorte village
Waberi,41,11,15,15,True,Drought,Handhar 
Bakaley,1,1,0,0,True,Drought,Horseed
Buulo Jadiid,4,1,1,2,True,Drought,Uffurow
Duyacley,3,1,2,0,True,Conflict,Buur bakaaro village in rural 
Najax,44,14,15,15,True,Drought,Gadondhawe 
Jiracle,32,12,10,10,True,Drought,Bursagar 
Madooda,3,1,1,1,True,Drought,Madooda village
Warshada Camp C,1,0,1,0,True,Flood,Koban
Bulsho,1,0,1,0,True,Flood,Mashaqo
Mariino,1,1,0,0,True,Flood,Bula xaji 
Duurow,18,3,5,10,True,Conflict,Moqokori
Camp jimo (dhobley),6,1,1,4,True,Conflict,Buale 
Hangoodle,9,2,3,4,True,Conflict,Sakow 
Gal Gal Onlay,12,3,4,5,True,Drought,Misra
Igaal,25,4,8,13,True,Conflict,Awdheegle
Farlibax,2,0,1,1,True,Conflict,October
Buundo 3,21,4,6,11,True,Conflict,Aboorey
Bidi,9,3,2,4,True,Flood,Dahar
Haji,5,2,1,2,True,Flood,Raadelka 
Camp hagar,4,1,1,2,True,Conflict,Dif
Hangish,1,1,0,0,True,Flood,Harbole
Tawakal,9,1,2,6,True,Eviction,Baidoa
Warshada Camp B2,1,1,0,0,True,Flood,Harbole
Kuusow,21,5,7,9,True,Conflict,Mahas
Washaan,6,1,2,3,True,Flood,Sakow
Alla-Karim,9,2,2,5,True,Conflict,Balcad 
Shuubo,75,25,25,25,True,Conflict,Buulo mareer
Digson,18,4,5,9,True,Conflict,Janaale
Qurac jomo,2,1,1,0,True,Conflict,October
Gobate,8,2,2,4,True,Flood,Kurtun
Awaqbanboow,3,1,1,1,True,Conflict,Xaya
Kurtun,12,3,4,5,True,Drought,Yaaq Braawe
Warshada Camp B1,1,1,0,0,True,Drought,Mashaqo
Dahable,36,7,13,16,True,Conflict,Jambaluul
Camp Hawina,11,2,3,6,True,Conflict,Hagar
Daryel,8,1,2,5,True,Conflict,Koyama
Xidigole,18,2,6,10,True,Conflict,Awdheegle
Xoog-Yare,15,5,6,4,True,Conflict,Buulo madina
Moyke,13,3,4,6,True,Conflict,Raage ceele
Qooneey,6,2,2,2,True,Conflict,Ceel Buur
Burdacar,5,2,2,1,True,Conflict,Aadan yabaale 
Calaf Doon,24,4,7,13,True,Conflict,Malable
Arbohiray,4,1,1,2,True,Drought,Ethiopia
Shukurow,6,2,2,2,True,Conflict,Balcad 
Maney,13,3,5,5,True,Conflict,Raage ceele
Alla Tuug,8,2,2,4,True,Conflict,Aadan yabaale 
Rahoole,48,18,10,20,True,Conflict,Janaale
Midnimo (dhobley),10,2,3,5,True,Conflict,Jilib
Safa,10,2,2,6,True,Conflict,Balcad 
Tanad,6,1,2,3,True,Eviction,Kurtunwarey
Gargaar,1,0,1,0,True,Conflict,October
Mustaxil / Mustixil,2,1,1,0,True,Conflict,October
Saabir,20,4,5,11,True,Conflict,Sabiib canole
Ya Fatah,37,6,12,19,True,Conflict,Farxano
Cafared,28,6,9,13,True,Conflict,Warmaxan
Jaala Joog,50,15,20,15,True,Conflict,"Marery , mordile Omar beraa"
Gaduuday,18,5,6,7,True,Drought,Ufurow
Yaaq Braawe,3,1,1,1,True,Drought,Buulo-Fuur
Najah,15,2,5,8,True,Drought,Sabiib
Rajo,6,2,2,2,True,Conflict,Marka 
Abesale,1,0,1,0,True,Eviction,October
Boqolsoon,31,9,12,10,True,Conflict,Janaale
Kaam ilaal,4,0,2,2,True,Drought,Adan Yabaal
Taqwa camp,3,1,1,1,True,Conflict,Bossaso
Borame2,17,3,5,9,True,Conflict,Deynuunay
Bil Kheir,17,3,5,9,True,Conflict,Bufow
Tateey,4,1,1,2,True,Flood,Qardhaale
Awadon,2,0,1,1,True,Eviction,October
Harween,60,20,25,15,True,Conflict,"Warawole, tahsile"
Unlawe / Aw Adoon,7,3,2,2,True,Conflict,Adaan yabaal
Duuqso,20,2,7,11,True,Conflict,Tiiyaglow
Yaaq,9,4,2,3,True,Flood,Nasiriya
Urur,21,3,7,11,True,Conflict,Awdheegle
Hamdi,8,3,3,2,True,Flood,Barakaley
Kafaaya,12,2,4,6,True,Conflict,Aadan yabaale 
Xarardheere,5,0,2,3,True,Eviction,Sablaale
Taagsade,6,2,2,2,True,Conflict,Belet Weyne
Bornagati,18,5,7,6,True,Conflict,Saideerow
Taangi,9,2,2,5,True,Conflict,Balcad 
Mamo Timirey,18,5,6,7,True,Conflict,Mushani
Kabka,9,2,2,5,True,Conflict,Balcad 
Goble,18,2,6,10,True,Conflict,Raage ceele
Fatxul Iimaan,30,6,10,14,True,Conflict,Janale
Dagan,15,3,5,7,True,Drought,Buufow
Dan Iyo Daruuf,26,4,8,14,True,Conflict,Buur Eeyle-2
Maandeeq,42,7,15,20,True,Conflict,Yaaq Bariweyne
Barawe 2,1,1,0,0,True,Flood,Moofi 
Dheman,26,5,9,12,True,Conflict,Baladamiin
Nasrudin,35,7,13,15,True,Conflict,Janale
Barakow,5,1,1,3,True,Drought,Humbowe
Imaam Aamin,7,3,2,2,True,Conflict,Balcad 
Barkaanle1,8,2,2,4,True,Conflict,Aadan yabaale 
Uurtaalo,1,0,1,0,True,Conflict,October
Seydhelow,19,6,7,6,True,Conflict,Deynuunay
Roodale,19,6,7,6,True,Conflict,Janaale
Karoot 1,100,25,50,25,True,Conflict,"Owbale, hurway"
Dadab 1,8,2,2,4,True,Conflict,barwaqo
Anfaac,23,5,8,10,True,Conflict,Farxaano
Bananjiif Camp,19,3,7,9,True,Conflict,Shalanbood
Horseed,12,2,3,7,True,Conflict,Borar
Shanaan,17,2,5,10,True,Conflict,Caanole
Bilan,12,2,3,7,True,Conflict,Ceel Axmed
Iqra,9,2,3,4,True,Conflict,Booscaduur
Xuriyo Camp,27,6,12,9,True,Conflict,Cabdow dibile
Bulsho Uroon,26,5,8,13,True,Conflict,Sabiib iyo caanoole
Gumarey,50,15,20,15,True,Conflict,"Awdigle, mareerey"
Nasiye,12,2,4,6,True,Conflict,Caanole
Bula Garey,12,3,4,5,True,Conflict,Adan Yabaal
Foos,7,1,2,4,True,Conflict,barwaaqo
Gaarisa,7,1,1,5,True,Conflict,mukedheere
Bardaale,27,5,8,14,True,Conflict,Awdhigle
Bilan,10,2,3,5,True,Conflict,Xawadley
Haweyn,2,0,1,1,True,Conflict,October
Bakar,22,4,8,10,True,Conflict,Malable
Amaal,14,2,5,7,True,Conflict,Basra
Karoot 2,40,10,15,15,True,Conflict,"Dinlawe, mansur , Duduble"
Banandheere,17,2,5,10,True,Conflict,Buula siidow
Nuuno,29,9,10,10,True,Conflict,Abdi ali
Barnah,9,1,2,6,True,Conflict,cabdicali
Alla-Suge,14,3,4,7,True,Conflict,Bariire
Fardows,21,4,6,11,True,Conflict,Owdhiigle
Garasyool,2,1,1,0,True,Conflict,October
Anas,19,4,6,9,True,Conflict,Aboorey
Ramoole,5,1,1,3,True,Conflict,Mukedheere
Birdi,7,0,1,6,True,Conflict,Alkawsar 
Qalbi Saliin,16,2,6,8,True,Conflict,Moqokori
Kumi Saar,18,3,5,10,True,Conflict,Buulo mareer
Dhiimow,20,5,7,8,True,Conflict,Baygurgaarte
Yaa Rasaq,23,3,6,14,True,Conflict,Abdi Ali
Taakulo,21,4,7,10,True,Conflict,Aboorey
War Nuurow,24,8,9,7,True,Conflict,Daynuunay
Balan bale,5,1,2,2,True,Conflict,Jilib
Aaran camp,1,0,1,0,True,Eviction,October
Waney,19,4,6,9,True,Conflict,Gaywarow
Baqal Shire,18,3,5,10,True,Conflict,Alafuuto
Mareerta,65,25,20,20,True,Conflict,Dacaarta.
Luug Jelow,38,8,20,10,True,Conflict,Janaale
Waceysad,51,20,15,16,True,Conflict,Abdi ali
Barkulan,7,1,2,4,True,Conflict,Aboorey
Basro,10,0,1,9,True,Conflict,Boos caduur 
Kalamaharto,10,2,3,5,True,Conflict,Booscadur
Burweyn,1,1,0,0,True,Eviction,October
Dirir,7,2,2,3,True,Eviction,Jowhar
Anzal Camp,13,3,4,6,True,Conflict,Sablaale
Marcadde,25,5,7,13,True,Conflict,Mahas
Al Rahma,31,6,9,16,True,Conflict,Sabiib and caanoole
Mudan,26,6,8,12,True,Conflict,Moqokori
Qasaley,18,5,6,7,True,Drought,Shonqolw
Wajeer,6,1,1,4,True,Conflict,Jameeco
War harqaan,6,1,1,4,True,Conflict,Alkawsar 
Mubarak,6,2,2,2,True,Conflict,Booscaduur
Beylood,18,3,6,9,True,Conflict,Aboorey
Galmadege,18,6,5,7,True,Drought,Ufurow
Horyal Same,8,1,2,5,True,Conflict,Alkawsar 
Doxa 2,20,5,6,9,True,Conflict,Aboorey
Dawyar,12,1,2,9,True,Conflict,Boos caduur
Taakulen,8,2,3,3,True,Conflict,Noos caduun
Bula Cesan,41,12,18,11,True,Conflict,Kurbaan
Caro Case 2 / Cali Dhere 2,2,1,1,0,True,Conflict,October
Fulay Ley,15,5,5,5,True,Conflict,Aboorey
Dooy,19,4,6,9,True,Conflict,Aboorey
Tusmo,25,5,10,10,True,Conflict,Mahas
Qodqodow,23,6,7,10,True,Conflict,Awdhiigle
Abroone,28,4,6,18,True,Conflict,Moqokori
Xareed,17,3,4,10,True,Conflict,Gaalawar and sagaalad
Wereg,12,3,4,5,True,Drought,Xabiibayaal
Reeboy,10,2,3,5,True,Conflict,Aadan yabaale 
Allaa wayn,16,5,5,6,True,Conflict,Aboorey
Camp Bashi,20,5,5,10,True,Conflict,Mahas
Sh. Ali Abdule,39,12,18,9,True,Flood,Far barki 
Gar faale,15,4,5,6,True,Conflict,Moqokori
Camp Returnees,30,11,7,12,True,Conflict,warsaamale
Tuulada Isgos,39,12,18,9,True,Flood,Far barki 
Halgan,11,2,3,6,True,Conflict,mukedheere
Garasley,48,15,19,14,True,Conflict,liimoole
Maxaa Deex,37,11,17,9,True,Flood,Jameeco misra 
Wehliye Camp,23,3,7,13,True,Conflict,Moqokori
Buundo 1,19,3,7,9,True,Conflict,Aboorey
War Gaduuda,18,5,6,7,True,Drought,War Yiroy
Madsharif,12,3,4,5,True,Drought,Bakaley
Hareeriley,28,8,13,7,True,Flood,Jameeco misra 
Idad Koble,18,5,6,7,True,Drought,Bar baar
Albaraka,36,11,13,12,True,Conflict,caanoole
Yabaal,15,4,5,6,True,Conflict,Aboorey
Weeyl Daage,4,1,1,2,True,Drought,Deggaras
Kaafi,7,1,1,5,True,Conflict,jameco
Abaq Haluul,3,1,1,1,True,Drought,Humbowe
Buulo Garar,5,1,2,2,True,Drought,Raxoole
Weel Tugar,5,1,1,3,True,Drought,Halaayow
Midnimo,19,6,8,5,True,Conflict,Buula mako
Laab,40,20,10,10,True,Conflict,"Dinlow, bukurale"
Waradoy,12,4,3,5,True,Drought,Bakaley
Adad-Gerey,3,1,1,1,True,Drought,Ethiopia
Faarax-Gololey,33,10,15,8,True,Flood,Far barki 
Bandub,4,1,1,2,True,Drought,Weel adi
Liban IDP,45,10,17,18,True,Conflict,caanoole
Jawaabsan,29,9,10,10,True,Conflict,Aboore
Musaley,12,2,4,6,True,Conflict,Aboorey
Ban-Yal,4,1,1,2,True,Drought,Bidi
Warsans,27,9,7,11,True,Conflict,Buulo Hareer
Sumayo,8,2,2,4,True,Conflict,Alkawsar 
Hagaag,6,1,1,4,True,Conflict,barwaqo
Qod-Qod,6,1,2,3,True,Drought,Hareeri kadiyow
Bula Gedi,30,7,13,10,True,Conflict,idaad gari
War-Midow,12,4,3,5,True,Drought,Bakaley
Iftin IDP,62,15,16,31,True,Conflict,Safar noolaay
Kananax Camp,30,10,9,11,True,Drought,Qotqot
Burti Muun,6,1,1,4,True,Drought,Eele-suran
Tuugaarey,25,8,11,6,True,Flood,Jameeco misra 
Yaqashid,10,2,2,6,True,Drought,Deg-Gomor
Edkiyaal,6,2,2,2,True,Drought,Buur dhuxunli
Raydabale,4,1,1,2,True,Drought,Baygaduud
Maykarabey,1,0,1,0,True,Other,Kabaalay village in rural 
Bilcil Barako IDP,6,1,1,4,True,Other,Baabuuro village 
Kulan,29,2,8,19,True,Conflict,buslay
Baaslaawa,22,4,8,10,True,Conflict,Aboorey
Diini,20,3,7,10,True,Conflict,Aboorey
Lebiley,18,5,6,7,True,Drought,Kanaanah
Hilaac,29,2,8,19,True,Conflict,safar noolaay
Hawal Been,12,3,4,5,True,Drought,Ufurow
Aw-Raame,5,1,1,3,True,Drought,Gesiile
Jafaay,18,6,5,7,True,Drought,Ufurow
Jilelow Camp,3,1,1,1,True,Drought,Garas fuur
Bakalka,3,1,1,1,True,Drought,Bakaley
Tugaar-Hoosle,18,6,5,7,True,Drought,Diinsoor 
Gadude,34,10,15,9,True,Conflict,Qot qot
Xabiibayaal,12,3,4,5,True,Drought,Baardheere
Mogor Iyo Mayow-2,3,1,1,1,True,Drought,Jiir
Geed Cashar,32,10,12,10,True,Flood,Boodaale 
Riba,12,3,4,5,True,Drought,Ufurow
Lamo Warood,5,1,2,2,True,Drought,Ges reebka
Buulo-Nurka,6,1,2,3,True,Drought,Gomor
Buulo Gudud,4,1,1,2,True,Drought,Hanana 1
Waberi2,30,10,8,12,True,Drought,Yaaq Braawe
Daryeel,29,5,7,17,True,Drought,Ganboole and Moorajiido
Lebiga,34,8,9,17,True,Conflict,Geelgub and Ceeldheere Buraale
Raxole Camp,18,5,6,7,True,Drought,Kanaanah
Biile 1,4,1,1,2,True,Drought,Goomay
Ras-Cade,12,4,3,5,True,Drought,Gurbaan
Baanow,4,1,1,2,True,Eviction,Kurman
Muryaale,25,8,11,6,True,Flood,Boodaale 
Alla tuug,25,4,6,15,True,Drought,Bangoronyo and bayaxaaw 
Yaman,4,1,1,2,True,Drought,Baarsaare
Hariimi diisor,4,1,1,2,True,Drought,Baar badan 
Rooble Kuudow,7,2,2,3,True,Drought,Aliyow Marayle
Habaal Adey,58,11,15,32,True,Conflict,baarka humandheerow
Bula Kulow,39,11,15,13,True,Conflict,Gurbaan
Mareerey,38,10,16,12,True,Flood,Far barki 
Qasibileer,6,2,2,2,True,Drought,Deynuuney 
Warhinshile,3,1,2,0,True,Drought,Tiyeeglow
Beerlamow,3,1,1,1,True,Conflict,Baarsaare
Abag-Tag,4,1,1,2,True,Drought,Dooy-Gabey
Buur Madow,4,1,1,2,True,Drought,Wareeg
Leeb Edi,3,1,1,1,True,Conflict,Daynuunay 
Kulimye IDP Centre,27,2,8,17,True,Conflict,wahelow
Kurman Galbeed village,27,7,10,10,True,Conflict,cadayli
Garaska Shabada,12,3,4,5,True,Drought,Buulo Madey
Dhato,5,1,1,3,True,Drought,Mubashar
New Alla Aamin,24,5,8,11,True,Drought,Qumbure and Buurdheer
Sariiraale,32,7,8,17,True,Conflict,"Caadleey, Geelgub and Biyo cade"
Towfiq,49,10,14,25,True,Conflict,Deelaal and Biyo cade
Hassan Muunin,3,1,1,1,True,Drought,Diinsoor
Bula Esan IDP Centre,17,2,5,10,True,Conflict,Raaxoole
Hillaac,4,1,1,2,True,Drought,Oof-kacan
Xaanshooley,28,6,10,12,True,Conflict,Deelaal and Caadleey
Tuulada Geed Casher,37,11,17,9,True,Flood,Jameeco misra 
Deg-Gomor,12,3,4,5,True,Drought,Kurman
Aamanow,7,2,2,3,True,Conflict,Daynuunay 
Hiidoorow,18,3,5,10,True,Conflict,Moqokori
Ban-Tubaako,6,1,2,3,True,Drought,Dhakaadiima
Jowhar Soomaali,32,6,10,16,True,Drought,Shaam and Madiina cad 
Badacas one,26,6,7,13,True,Drought,Ganboole and Mooragobad
Horseed,36,10,15,11,True,Drought,Qotqot
Kanaanah,5,1,1,3,True,Drought,Maaranle
Bulo Omaan,8,2,2,4,True,Drought,Dherawsanle
War-Garas,12,3,4,5,True,Drought,Diinsoor 
Dhanfarur,4,1,1,2,True,Drought,Manaas
Lowforaar,3,1,1,1,True,Drought,Kurman
Elbay-3,5,1,2,2,True,Drought,Buurdhuhule
Waab-Doore,18,5,6,7,True,Drought,Ufurow
Shamiindo,30,6,10,14,True,Conflict,Warciise and Biyo cade
Alle Suge IDP,28,6,9,13,True,Drought,Moora jiido and Qunbure
Biyaso,31,5,8,18,True,Drought,raamo and loole
Makoon,5,1,2,2,True,Drought,Uffurow
Tawakal Gurbaan,3,1,1,1,True,Drought,Abal
Banreer,5,1,2,2,True,Drought,Deg galool
Badbaado,7,1,3,3,True,Drought,Buulo Fuur
Mukubow,10,2,4,4,True,Drought,Mukubow
Mahadaay,75,15,25,35,True,Conflict,"Sumadaale, Bursho Sheikh, Caadleey and Lamagaras "
Buulo Mariin,6,2,2,2,True,Drought,Misra
Baar badan,4,1,1,2,True,Drought,Manas 
Deek Rabbi 3,6,1,1,4,True,Conflict,Basra
Camp bulogedoyo,40,15,7,18,True,Conflict,safar noolaay
Kurman,24,7,6,11,True,Drought,Gurbaan
Kaydsaney IDP,29,11,9,9,True,Conflict,warsaamale
Waaberi,27,2,8,17,True,Conflict,wahelow
Biile 2,4,1,1,2,True,Drought,Tugaar-Hoosle
Safar-Nooley,18,6,5,7,True,Drought,Misra
Busley,11,3,3,5,True,Drought,Busley
Ufurow,6,1,3,2,True,Conflict,Daynuunay 
Siyaam,10,2,2,6,True,Conflict,Jameeco
If Tiin,22,2,8,12,True,Conflict,Gaanugaay
Buulo-Fuur,3,1,1,1,True,Drought,Kurtun
Mushka,18,5,6,7,True,Drought,Tufka
Weelwaanre,3,0,1,2,True,Eviction,Aawjiki
Buulo Ismail,4,1,2,1,True,Drought,Uffurow
Eesow 2,7,2,2,3,True,Drought,Uffurow
Koban Dheere-2,5,1,2,2,True,Drought,Shibeelow
Balguri IDPs,37,8,13,16,True,Flood,Gaafaay 
Laan Garas Idp,6,2,2,2,True,Drought,Bootis
Tawakal 2 Diinsoor,5,1,2,2,True,Drought,Misra
Al Qaras,3,1,1,1,True,Drought,Saakow
Abag Haluul,3,0,2,1,True,Drought,Ceel berde
Buur Heybe,6,2,2,2,True,Drought,Dalandole-2
Qarimey,8,2,3,3,True,Drought,Yurkud
Doy Gaabey,3,1,1,1,True,Drought,Biyooley
Sarti,6,2,2,2,True,Drought,Sarta
Hafata,4,1,1,2,True,Drought,Buula fulay
Gololey,35,11,15,9,True,Flood,Jameeco misra 
Hubbey,10,2,3,5,True,Drought,Towfiq
Wehelow,18,5,6,7,True,Drought,Kurman
Tufka,12,3,4,5,True,Drought,Ufurow
Weel Golool,12,3,4,5,True,Drought,Ufurow
Maanyow,11,2,2,7,True,Drought,Maanyow
MOGOR IDP,7,2,2,3,True,Drought,Mogor
Goomir,4,1,1,2,True,Drought,Ceel Dheere
Saakow Yarey,4,1,1,2,True,Conflict,Diinsoor 
Blook,29,4,9,16,True,Conflict,Sumudaale and Lamagaras
Wadijir,8,2,4,2,True,Drought,Beled Amin
Jubada Dhexe 2,5,1,2,2,True,Drought,Saakow
Ramadaan 2,5,1,2,2,True,Drought,Idaale
Bada Cas,26,6,9,11,True,Drought,Raamo and Ganboole 
Dure Emed IDP,8,3,1,4,True,Eviction,Buulo Fuur
Bulla Reydab,6,2,2,2,True,Drought,Uffurow
Buuloneebsin,7,2,2,3,True,Drought,Hagaray
Mowkubow,6,2,2,2,True,Drought,Qansaxdheere
Delmo,34,8,12,14,True,Conflict,deelaal and Geelgub
Aliyow mad araale,9,2,3,4,True,Drought,Aliyow mad araale
Ramadaan 1,3,1,1,1,True,Drought,Misra
Qulay,6,2,2,2,True,Drought,Qansaxdheere
Warjinay,4,1,1,2,True,Drought,Tugeerhoos
Mururuk Oflow,7,2,2,3,True,Drought,Ban Ban
Bilile,5,1,1,3,True,Drought,Buulo Ajuuse
