ADM2CD_c,HASC_0,HASC_1,HASC_2,GAUL_0,GAUL_1,GAUL_2,SOVEREIGN,NAM_1_GAUL,NAM_1_STAT,NAM_1_SRCE,NAM_1_NTVE,NAM_1_WIKI,P_CODE_1,P_CODE_1_t,P_NAME_1,ADM1CD,ADM1CD_t,ADM1NM,NAM_2_GAUL,NAM_2_STAT,NAM_2_SRCE,NAM_2_NTVE,NAM_2_WIKI,P_CODE_2,P_CODE_2_t,P_NAME_2,ADM2CD,ADM2CD_t,ADM2NM,P_DATE,SALB_DATE,P_CODE_2_c,P_CODE_1_c
DZA012013,DZ,DZ.BU,,4,352,38030,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Bouderbala,,,,,DZ012013,,Bouderbala,,DZA012013,,2021-01-20,,DZ012013,DZ012
DZA012014,DZ,DZ.BU,,4,352,38031,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Bouira,,,,,DZ012014,,Bouira,,DZA012014,,2021-01-20,,DZ012014,DZ012
DZA012015,DZ,DZ.BU,,4,352,38032,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Boukram,,,,,DZ012015,,Boukram,,DZA012015,,2021-01-20,,DZ012015,DZ012
DZA012016,DZ,DZ.BU,,4,352,38033,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Chorfa,,,,,DZ012016,,Chorfa,,DZA012016,,2021-01-20,,DZ012016,DZ012
DZA012018,DZ,DZ.BU,,4,352,38035,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Dirah,,,,,DZ012018,,Dirah,,DZA012018,,2021-01-20,,DZ012018,DZ012
DZA012019,DZ,DZ.BU,,4,352,38036,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Djebahia,,,,,DZ012019,,Djebahia,,DZA012019,,2021-01-20,,DZ012019,DZ012
DZA012020,DZ,DZ.BU,,4,352,38037,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Adjiba,,,,,DZ012020,,El Adjiba,,DZA012020,,2021-01-20,,DZ012020,DZ012
DZA012021,DZ,DZ.BU,,4,352,38038,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Asnam,,,,,DZ012021,,El Asnam,,DZA012021,,2021-01-20,,DZ012021,DZ012
DZA012022,DZ,DZ.BU,,4,352,38039,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Hachimia,,,,,DZ012022,,El Hachimia,,DZA012022,,2021-01-20,,DZ012022,DZ012
DZA012023,DZ,DZ.BU,,4,352,38040,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Hakimia,,,,,DZ012023,,El Hakimia,,DZA012023,,2021-01-20,,DZ012023,DZ012
DZA012024,DZ,DZ.BU,,4,352,38041,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Khabouzia,,,,,DZ012024,,El Khabouzia,,DZA012024,,2021-01-20,,DZ012024,DZ012
DZA012025,DZ,DZ.BU,,4,352,38042,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,El Mokrani,,,,,DZ012025,,El Mokrani,,DZA012025,,2021-01-20,,DZ012025,DZ012
DZA012026,DZ,DZ.BU,,4,352,38043,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Guerrouma,,,,,DZ012026,,Guerrouma,,DZA012026,,2021-01-20,,DZ012026,DZ012
DZA012027,DZ,DZ.BU,,4,352,38044,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Hadjera Zerga,,,,,DZ012027,,Hadjera Zerga,,DZA012027,,2021-01-20,,DZ012027,DZ012
DZA012028,DZ,DZ.BU,,4,352,38045,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Haizer,,,,,DZ012028,,Haizer,,DZA012028,,2021-01-20,,DZ012028,DZ012
DZA012029,DZ,DZ.BU,,4,352,38046,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Hanif,,,,,DZ012029,,Hanif,,DZA012029,,2021-01-20,,DZ012029,DZ012
DZA012030,DZ,DZ.BU,,4,352,38047,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Kadiria,,,,,DZ012030,,Kadiria,,DZA012030,,2021-01-20,,DZ012030,DZ012
DZA012031,DZ,DZ.BU,,4,352,38048,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Lakhdaria,,,,,DZ012031,,Lakhdaria,,DZA012031,,2021-01-20,,DZ012031,DZ012
DZA012032,DZ,DZ.BU,,4,352,38049,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,M'Chedallah,,,,,DZ012034,,M'Chedallah,,DZA012032,,2021-01-20,,DZ012034,DZ012
DZA012033,DZ,DZ.BU,,4,352,38050,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Maala,,,,,DZ012032,,Maala,,DZA012033,,2021-01-20,,DZ012032,DZ012
DZA012034,DZ,DZ.BU,,4,352,38051,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Maamora,,,,,DZ012033,,Maamora,,DZA012034,,2021-01-20,,DZ012033,DZ012
DZA012035,DZ,DZ.BU,,4,352,38052,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Mezdour,,,,,DZ012035,,Mezdour,,DZA012035,,2021-01-20,,DZ012035,DZ012
DZA012036,DZ,DZ.BU,,4,352,38053,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Oued El Berdi,,,,,DZ012036,,Oued El Berdi,,DZA012036,,2021-01-20,,DZ012036,DZ012
DZA012037,DZ,DZ.BU,,4,352,38054,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Ouled Rached,,,,,DZ012037,,Ouled Rached,,DZA012037,,2021-01-20,,DZ012037,DZ012
DZA012038,DZ,DZ.BU,,4,352,38055,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Raouraoua,,,,,DZ012038,,Raouraoua,,DZA012038,,2021-01-20,,DZ012038,DZ012
DZA012040,DZ,DZ.BU,,4,352,38057,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Saharidj,,,,,DZ012040,,Saharidj,,DZA012040,,2021-01-20,,DZ012040,DZ012
DZA012041,DZ,DZ.BU,,4,352,38058,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Souk El Khemis,,,,,DZ012041,,Souk El Khemis,,DZA012041,,2021-01-20,,DZ012041,DZ012
DZA012042,DZ,DZ.BU,,4,352,38059,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Sour El Ghozlane,,,,,DZ012042,,Sour El Ghozlane,,DZA012042,,2021-01-20,,DZ012042,DZ012
DZA012043,DZ,DZ.BU,,4,352,38060,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Taghzout,,,,,DZ012043,,Taghzout,,DZA012043,,2021-01-20,,DZ012043,DZ012
DZA012044,DZ,DZ.BU,,4,352,38061,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Taguedit,,,,,DZ012044,,Taguedit,,DZA012044,,2021-01-20,,DZ012044,DZ012
DZA012045,DZ,DZ.BU,,4,352,38062,DZA,Bouira,Bouira,,,,DZ012,,Bouira,,DZA012,,Zbarbar,,,,,DZ012045,,Zbarbar,,DZA012045,,2021-01-20,,DZ012045,DZ012
DZA015001,DZ,DZ.CO,,4,355,38130,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Ain Abid,,,,,DZ015001,,Ain Abid,,DZA015001,,2021-01-20,,DZ015001,DZ015
DZA015002,DZ,DZ.CO,,4,355,38131,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Ain Smara,,,,,DZ015002,,Ain Smara,,DZA015002,,2021-01-20,,DZ015002,DZ015
DZA015003,DZ,DZ.CO,,4,355,38132,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Ben Badis,,,,,DZ015003,,Ben Badis,,DZA015003,,2021-01-20,,DZ015003,DZ015
DZA015004,DZ,DZ.CO,,4,355,38133,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Beni Hamidene,,,,,DZ015004,,Beni Hamidene,,DZA015004,,2021-01-20,,DZ015004,DZ015
DZA015005,DZ,DZ.CO,,4,355,38134,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Constantine,,,,,DZ015005,,Constantine,,DZA015005,,2021-01-20,,DZ015005,DZ015
DZA015006,DZ,DZ.CO,,4,355,38135,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Didouche Mourad,,,,,DZ015006,,Didouche Mourad,,DZA015006,,2021-01-20,,DZ015006,DZ015
DZA015007,DZ,DZ.CO,,4,355,38136,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,El Khroub,,,,,DZ015007,,El Khroub,,DZA015007,,2021-01-20,,DZ015007,DZ015
DZA015008,DZ,DZ.CO,,4,355,38137,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Hamma Bouziane,,,,,DZ015008,,Hamma Bouziane,,DZA015008,,2021-01-20,,DZ015008,DZ015
DZA015009,DZ,DZ.CO,,4,355,38138,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Ibn Ziad,,,,,DZ015009,,Ibn Ziad,,DZA015009,,2021-01-20,,DZ015009,DZ015
DZA015010,DZ,DZ.CO,,4,355,38139,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Mesaoud Boudjeriou,,,,,DZ015010,,Mesaoud Boudjeriou,,DZA015010,,2021-01-20,,DZ015010,DZ015
DZA015011,DZ,DZ.CO,,4,355,38140,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Ouled Rahmoun,,,,,DZ015011,,Ouled Rahmoun,,DZA015011,,2021-01-20,,DZ015011,DZ015
DZA015012,DZ,DZ.CO,,4,355,38141,DZA,Constantine,Constantine,,,,DZ015,,Constantine,,DZA015,,Zighoud Youcef,,,,,DZ015012,,Zighoud Youcef,,DZA015012,,2021-01-20,,DZ015012,DZ015
DZA016021,DZ,DZ.DJ,,4,356,38162,DZA,Djelfa,Djelfa,,,,DZ016,,Djelfa,,DZA016,,Guettara,,,,,DZ016021,,Guettara,,DZA016021,,2021-01-20,,DZ016021,DZ016
DZA016029,DZ,DZ.DJ,,4,356,38170,DZA,Djelfa,Djelfa,,,,DZ016,,Djelfa,,DZA016,,Oum Laadham,,,,,DZ016029,,Oum Laadham,,DZA016029,,2021-01-20,,DZ016029,DZ016
DZA016030,DZ,DZ.DJ,,4,356,38171,DZA,Djelfa,Djelfa,,,,DZ016,,Djelfa,,DZA016,,Sed Rahal,,,,,DZ016030,,Sed Rahal,,DZA016030,,2021-01-20,,DZ016030,DZ016
DZA017001,DZ,DZ.EB,,4,357,38178,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Ain El Orak,,,,,DZ017001,,Ain El Orak,,DZA017001,,2021-01-20,,DZ017001,DZ017
DZA017002,DZ,DZ.EB,,4,357,38179,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Arbaouat,,,,,DZ017002,,Arbaouat,,DZA017002,,2021-01-20,,DZ017002,DZ017
DZA017004,DZ,DZ.EB,,4,357,38181,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Boussemghoun,,,,,DZ017004,,Boussemghoun,,DZA017004,,2021-01-20,,DZ017004,DZ017
DZA017005,DZ,DZ.EB,,4,357,38182,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Brezina,,,,,DZ017005,,Brezina,,DZA017005,,2021-01-20,,DZ017005,DZ017
DZA017007,DZ,DZ.EB,,4,357,38184,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Chellala,,,,,DZ017007,,Chellala,,DZA017007,,2021-01-20,,DZ017007,DZ017
DZA017008,DZ,DZ.EB,,4,357,38185,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,El Abiodh Sidi Cheikh,,,,,DZ017008,,El Abiodh Sidi Cheikh,,DZA017008,,2021-01-20,,DZ017008,DZ017
DZA017009,DZ,DZ.EB,,4,357,38186,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,El Bayadh,,,,,DZ017009,,El Bayadh,,DZA017009,,2021-01-20,,DZ017009,DZ017
DZA017010,DZ,DZ.EB,,4,357,38187,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,El Bnoud,,,,,DZ017010,,El Bnoud,,DZA017010,,2021-01-20,,DZ017010,DZ017
DZA017012,DZ,DZ.EB,,4,357,38189,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,El Mehara,,,,,DZ017012,,El Mehara,,DZA017012,,2021-01-20,,DZ017012,DZ017
DZA017013,DZ,DZ.EB,,4,357,38190,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Ghassoul,,,,,DZ017013,,Ghassoul,,DZA017013,,2021-01-20,,DZ017013,DZ017
DZA017014,DZ,DZ.EB,,4,357,38191,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Hadj Mechri Boualem,,,,,DZ017014,,Hadj Mechri Boualem,,DZA017014,,2021-01-20,,DZ017014,DZ017
DZA017016,DZ,DZ.EB,,4,357,38193,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Krakda,,,,,DZ017016,,Krakda,,DZA017016,,2021-01-20,,DZ017016,DZ017
DZA017018,DZ,DZ.EB,,4,357,38195,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Sidi Ameur,,,,,DZ017018,,Sidi Ameur,,DZA017018,,2021-01-20,,DZ017018,DZ017
DZA017019,DZ,DZ.EB,,4,357,38196,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Sidi Slimane,,,,,DZ017019,,Sidi Slimane,,DZA017019,,2021-01-20,,DZ017019,DZ017
DZA017020,DZ,DZ.EB,,4,357,38197,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Sidi Tifour,,,,,DZ017020,,Sidi Tifour,,DZA017020,,2021-01-20,,DZ017020,DZ017
DZA017022,DZ,DZ.EB,,4,357,38199,DZA,El Bayadh,El Bayadh,,,,DZ017,,El Bayadh,,DZA017,,Tousmouline,,,,,DZ017022,,Tousmouline,,DZA017022,,2021-01-20,,DZ017022,DZ017
DZA018001,DZ,DZ.EO,,4,358,38200,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Bayadha,,,,,DZ018001,,Bayadha,,DZA018001,,2021-01-20,,DZ018001,DZ018
DZA018002,DZ,DZ.EO,,4,358,38201,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Beni Guecha,,,,,DZ018002,,Beni Guecha,,DZA018002,,2021-01-20,,DZ018002,DZ018
DZA018003,DZ,DZ.EO,,4,358,38202,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Djamaa,,,,,DZ018003,,Djamaa,,DZA018003,,2021-01-20,,DZ018003,DZ018
DZA018004,DZ,DZ.EO,,4,358,38203,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Djebila,,,,,DZ018004,,Djebila,,DZA018004,,2021-01-20,,DZ018004,DZ018
DZA018005,DZ,DZ.EO,,4,358,38204,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Douar El Ma,,,,,DZ018005,,Douar El Ma,,DZA018005,,2021-01-20,,DZ018005,DZ018
DZA018007,DZ,DZ.EO,,4,358,38206,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,El Ogla,,,,,DZ018007,,El Ogla,,DZA018007,,2021-01-20,,DZ018007,DZ018
DZA018008,DZ,DZ.EO,,4,358,38207,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,El Oued,,,,,DZ018008,,El Oued,,DZA018008,,2021-01-20,,DZ018008,DZ018
DZA018009,DZ,DZ.EO,,4,358,38208,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Guemar,,,,,DZ018009,,Guemar,,DZA018009,,2021-01-20,,DZ018009,DZ018
DZA018011,DZ,DZ.EO,,4,358,38210,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Hassani Abdelkrim,,,,,DZ018011,,Hassani Abdelkrim,,DZA018011,,2021-01-20,,DZ018011,DZ018
DZA018012,DZ,DZ.EO,,4,358,38211,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Hassi Khelifa,,,,,DZ018012,,Hassi Khelifa,,DZA018012,,2021-01-20,,DZ018012,DZ018
DZA018013,DZ,DZ.EO,,4,358,38212,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Kouinine,,,,,DZ018013,,Kouinine,,DZA018013,,2021-01-20,,DZ018013,DZ018
DZA018014,DZ,DZ.EO,,4,358,38213,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,M'Rara,,,,,DZ018016,,M'Rara,,DZA018014,,2021-01-20,,DZ018016,DZ018
DZA018015,DZ,DZ.EO,,4,358,38214,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Magrane,,,,,DZ018014,,Magrane,,DZA018015,,2021-01-20,,DZ018014,DZ018
DZA018016,DZ,DZ.EO,,4,358,38215,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Mih Ouensa,,,,,DZ018015,,Mih Ouensa,,DZA018016,,2021-01-20,,DZ018015,DZ018
DZA018017,DZ,DZ.EO,,4,358,38216,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Nakhla,,,,,DZ018017,,Nakhla,,DZA018017,,2021-01-20,,DZ018017,DZ018
DZA018018,DZ,DZ.EO,,4,358,38217,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Oued El Alenda,,,,,DZ018018,,Oued El Alenda,,DZA018018,,2021-01-20,,DZ018018,DZ018
DZA018020,DZ,DZ.EO,,4,358,38219,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Ourmes,,,,,DZ018020,,Ourmes,,DZA018020,,2021-01-20,,DZ018020,DZ018
DZA018021,DZ,DZ.EO,,4,358,38220,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Reguiba,,,,,DZ018021,,Reguiba,,DZA018021,,2021-01-20,,DZ018021,DZ018
DZA018022,DZ,DZ.EO,,4,358,38221,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Robbah,,,,,DZ018022,,Robbah,,DZA018022,,2021-01-20,,DZ018022,DZ018
DZA018023,DZ,DZ.EO,,4,358,38222,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Sidi Amrane,,,,,DZ018023,,Sidi Amrane,,DZA018023,,2021-01-20,,DZ018023,DZ018
DZA018024,DZ,DZ.EO,,4,358,38223,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Sidi Aoun,,,,,DZ018024,,Sidi Aoun,,DZA018024,,2021-01-20,,DZ018024,DZ018
DZA018025,DZ,DZ.EO,,4,358,38224,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Sidi Khellil,,,,,DZ018025,,Sidi Khellil,,DZA018025,,2021-01-20,,DZ018025,DZ018
DZA018027,DZ,DZ.EO,,4,358,38226,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Taghzout,,,,,DZ018027,,Taghzout,,DZA018027,,2021-01-20,,DZ018027,DZ018
DZA018028,DZ,DZ.EO,,4,358,38227,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Taleb Larbi,,,,,DZ018028,,Taleb Larbi,,DZA018028,,2021-01-20,,DZ018028,DZ018
DZA018029,DZ,DZ.EO,,4,358,38228,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Tendla,,,,,DZ018029,,Tendla,,DZA018029,,2021-01-20,,DZ018029,DZ018
DZA018030,DZ,DZ.EO,,4,358,38229,DZA,El Oued,El Oued,,,,DZ018,,El Oued,,DZA018,,Trifaou,,,,,DZ018030,,Trifaou,,DZA018030,,2021-01-20,,DZ018030,DZ018
DZA019002,DZ,DZ.ET,,4,359,38231,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Ain Kerma,,,,,DZ019002,,Ain Kerma,,DZA019002,,2021-01-20,,DZ019002,DZ019
DZA019003,DZ,DZ.ET,,4,359,38232,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Asfour,,,,,DZ019003,,Asfour,,DZA019003,,2021-01-20,,DZ019003,DZ019
DZA019006,DZ,DZ.ET,,4,359,38235,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Besbes,,,,,DZ019006,,Besbes,,DZA019006,,2021-01-20,,DZ019006,DZ019
DZA019008,DZ,DZ.ET,,4,359,38237,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Bouhadjar,,,,,DZ019008,,Bouhadjar,,DZA019008,,2021-01-20,,DZ019008,DZ019
DZA019010,DZ,DZ.ET,,4,359,38239,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Chbaita Mokhtar,,,,,DZ019010,,Chbaita Mokhtar,,DZA019010,,2021-01-20,,DZ019010,DZ019
DZA019012,DZ,DZ.ET,,4,359,38241,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Chihani,,,,,DZ019012,,Chihani,,DZA019012,,2021-01-20,,DZ019012,DZ019
DZA019013,DZ,DZ.ET,,4,359,38242,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Drean,,,,,DZ019013,,Drean,,DZA019013,,2021-01-20,,DZ019013,DZ019
DZA019018,DZ,DZ.ET,,4,359,38247,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Hammam Beni Salah,,,,,DZ019018,,Hammam Beni Salah,,DZA019018,,2021-01-20,,DZ019018,DZ019
DZA019020,DZ,DZ.ET,,4,359,38249,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Oued Zitoun,,,,,DZ019020,,Oued Zitoun,,DZA019020,,2021-01-20,,DZ019020,DZ019
DZA019023,DZ,DZ.ET,,4,359,38252,DZA,El-Tarf,El Tarf,,,,DZ019,,El-Tarf,,DZA019,,Zerizer,,,,,DZ019023,,Zerizer,,DZA019023,,2021-01-20,,DZ019023,DZ019
DZA021001,DZ,DZ.GL,,4,361,38267,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Ain Ben Beida,,,,,DZ021001,,Ain Ben Beida,,DZA021001,,2021-01-20,,DZ021001,DZ021
DZA021002,DZ,DZ.GL,,4,361,38268,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Ain Larbi,,,,,DZ021002,,Ain Larbi,,DZA021002,,2021-01-20,,DZ021002,DZ021
DZA021003,DZ,DZ.GL,,4,361,38269,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Ain Makhlouf,,,,,DZ021003,,Ain Makhlouf,,DZA021003,,2021-01-20,,DZ021003,DZ021
DZA021004,DZ,DZ.GL,,4,361,38270,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Ain Reggada,,,,,DZ021004,,Ain Reggada,,DZA021004,,2021-01-20,,DZ021004,DZ021
DZA021005,DZ,DZ.GL,,4,361,38271,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Ain Sandel,,,,,DZ021005,,Ain Sandel,,DZA021005,,2021-01-20,,DZ021005,DZ021
DZA021006,DZ,DZ.GL,,4,361,38272,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Belkheir,,,,,DZ021006,,Belkheir,,DZA021006,,2021-01-20,,DZ021006,DZ021
DZA021007,DZ,DZ.GL,,4,361,38273,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bendjerrah,,,,,DZ021007,,Bendjerrah,,DZA021007,,2021-01-20,,DZ021007,DZ021
DZA021008,DZ,DZ.GL,,4,361,38274,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Beni Mezline,,,,,DZ021008,,Beni Mezline,,DZA021008,,2021-01-20,,DZ021008,DZ021
DZA021009,DZ,DZ.GL,,4,361,38275,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bordj Sabath,,,,,DZ021009,,Bordj Sabath,,DZA021009,,2021-01-20,,DZ021009,DZ021
DZA021010,DZ,DZ.GL,,4,361,38276,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bouati Mahmoud,,,,,DZ021010,,Bouati Mahmoud,,DZA021010,,2021-01-20,,DZ021010,DZ021
DZA021011,DZ,DZ.GL,,4,361,38277,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bouchegouf,,,,,DZ021011,,Bouchegouf,,DZA021011,,2021-01-20,,DZ021011,DZ021
DZA021012,DZ,DZ.GL,,4,361,38278,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bouhachana,,,,,DZ021012,,Bouhachana,,DZA021012,,2021-01-20,,DZ021012,DZ021
DZA021013,DZ,DZ.GL,,4,361,38279,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Bouhamdane,,,,,DZ021013,,Bouhamdane,,DZA021013,,2021-01-20,,DZ021013,DZ021
DZA021014,DZ,DZ.GL,,4,361,38280,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Boumahra Ahmed,,,,,DZ021014,,Boumahra Ahmed,,DZA021014,,2021-01-20,,DZ021014,DZ021
DZA021015,DZ,DZ.GL,,4,361,38281,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Dahouara,,,,,DZ021015,,Dahouara,,DZA021015,,2021-01-20,,DZ021015,DZ021
DZA021016,DZ,DZ.GL,,4,361,38282,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Djeballah Khemissi,,,,,DZ021016,,Djeballah Khemissi,,DZA021016,,2021-01-20,,DZ021016,DZ021
DZA021017,DZ,DZ.GL,,4,361,38283,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,El Fedjoudj,,,,,DZ021017,,El Fedjoudj,,DZA021017,,2021-01-20,,DZ021017,DZ021
DZA021018,DZ,DZ.GL,,4,361,38284,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Guelaat Bousbaa,,,,,DZ021018,,Guelaat Bousbaa,,DZA021018,,2021-01-20,,DZ021018,DZ021
DZA021019,DZ,DZ.GL,,4,361,38285,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Guelma,,,,,DZ021019,,Guelma,,DZA021019,,2021-01-20,,DZ021019,DZ021
DZA021020,DZ,DZ.GL,,4,361,38286,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Hammam Debagh,,,,,DZ021020,,Hammam Debagh,,DZA021020,,2021-01-20,,DZ021020,DZ021
DZA021021,DZ,DZ.GL,,4,361,38287,DZA,Guelma,Guelma,,,,DZ021,,Guelma,,DZA021,,Hammam N'Bail,,,,,DZ021021,,Hammam N'Bail,,DZA021021,,2021-01-20,,DZ021021,DZ021
